N,r,rho,regime,L,window,validated_R,R,precision,recall,FP,FN,TP
3001,75,0.024991669443518827,HIGH_SNR,65536,blackman,9,5,0.9429657794676806,0.5945945945945946,15.0,30.0,44.0
3001,75,0.024991669443518827,HIGH_SNR,65536,blackman,9,6,0.9429657794676806,0.5945945945945946,15.0,30.0,44.0
3001,75,0.024991669443518827,HIGH_SNR,65536,blackman,9,7,0.9429657794676806,0.5945945945945946,15.0,30.0,44.0
3001,75,0.024991669443518827,HIGH_SNR,65536,blackman,9,8,0.9429657794676806,0.5945945945945946,15.0,30.0,44.0
3001,75,0.024991669443518827,HIGH_SNR,65536,blackman,9,9,0.9429657794676806,0.5945945945945946,15.0,30.0,44.0
3001,75,0.024991669443518827,HIGH_SNR,65536,blackman,9,10,0.9429657794676806,0.5945945945945946,15.0,30.0,44.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hann,9,2,0.5752380952380952,0.918918918918919,223.0,6.0,68.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hann,9,3,0.758095238095238,0.918918918918919,127.0,6.0,68.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hann,9,4,0.8895238095238095,0.918918918918919,58.0,6.0,68.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hann,9,5,0.9657142857142857,0.918918918918919,18.0,6.0,68.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hann,9,6,0.9752380952380952,0.918918918918919,13.0,6.0,68.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hann,9,7,0.9752380952380952,0.918918918918919,13.0,6.0,68.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hann,9,8,0.9752380952380952,0.918918918918919,13.0,6.0,68.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hann,9,9,0.9752380952380952,0.918918918918919,13.0,6.0,68.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hann,9,10,0.9752380952380952,0.918918918918919,13.0,6.0,68.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hann,9,11,0.9752380952380952,0.918918918918919,13.0,6.0,68.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hamming,9,2,0.5923809523809523,0.9459459459459459,214.0,4.0,70.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hamming,9,3,0.7904761904761904,0.9459459459459459,110.0,4.0,70.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hamming,9,4,0.9180952380952381,0.9459459459459459,43.0,4.0,70.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hamming,9,5,0.9733333333333334,0.9459459459459459,14.0,4.0,70.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hamming,9,6,0.9752380952380952,0.9459459459459459,13.0,4.0,70.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hamming,9,7,0.9752380952380952,0.9459459459459459,13.0,4.0,70.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hamming,9,8,0.9752380952380952,0.9459459459459459,13.0,4.0,70.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hamming,9,9,0.9752380952380952,0.9459459459459459,13.0,4.0,70.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hamming,9,10,0.9752380952380952,0.9459459459459459,13.0,4.0,70.0
3001,75,0.024991669443518827,HIGH_SNR,131072,hamming,9,11,0.9752380952380952,0.9459459459459459,13.0,4.0,70.0
3001,75,0.024991669443518827,HIGH_SNR,131072,blackman,9,2,0.5352380952380953,0.8918918918918919,244.0,8.0,66.0
3001,75,0.024991669443518827,HIGH_SNR,131072,blackman,9,3,0.7047619047619048,0.8918918918918919,155.0,8.0,66.0
3001,75,0.024991669443518827,HIGH_SNR,131072,blackman,9,4,0.84,0.8918918918918919,84.0,8.0,66.0
3001,75,0.024991669443518827,HIGH_SNR,131072,blackman,9,5,0.9276190476190476,0.8918918918918919,38.0,8.0,66.0
3001,75,0.024991669443518827,HIGH_SNR,131072,blackman,9,6,0.9695238095238096,0.8918918918918919,16.0,8.0,66.0
3001,75,0.024991669443518827,HIGH_SNR,131072,blackman,9,7,0.9714285714285714,0.8918918918918919,15.0,8.0,66.0
3001,75,0.024991669443518827,HIGH_SNR,131072,blackman,9,8,0.9714285714285714,0.8918918918918919,15.0,8.0,66.0
3001,75,0.024991669443518827,HIGH_SNR,131072,blackman,9,9,0.9714285714285714,0.8918918918918919,15.0,8.0,66.0
3001,75,0.024991669443518827,HIGH_SNR,131072,blackman,9,10,0.9714285714285714,0.8918918918918919,15.0,8.0,66.0
3001,75,0.024991669443518827,HIGH_SNR,131072,blackman,9,11,0.9714285714285714,0.8918918918918919,15.0,8.0,66.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hann,10,2,0.35271687321258344,1.0,679.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hann,10,3,0.4938036224976168,1.0,531.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hann,10,4,0.6348903717826502,1.0,383.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hann,10,5,0.7759771210676835,1.0,235.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hann,10,6,0.9046711153479504,1.0,100.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hann,10,7,0.9675881792183031,1.0,34.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hann,10,8,0.9675881792183031,1.0,34.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hann,10,9,0.9742612011439467,1.0,27.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hann,10,10,0.9799809342230696,1.0,21.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hann,10,11,0.9799809342230696,1.0,21.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hamming,10,2,0.35271687321258344,1.0,679.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hamming,10,3,0.4938036224976168,1.0,531.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hamming,10,4,0.6348903717826502,1.0,383.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hamming,10,5,0.7759771210676835,1.0,235.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hamming,10,6,0.9075309818875119,1.0,97.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hamming,10,7,0.9742612011439467,1.0,27.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hamming,10,8,0.9742612011439467,1.0,27.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hamming,10,9,0.9742612011439467,1.0,27.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hamming,10,10,0.9742612011439467,1.0,27.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,hamming,10,11,0.9742612011439467,1.0,27.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,blackman,10,2,0.35271687321258344,1.0,679.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,blackman,10,3,0.4938036224976168,1.0,531.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,blackman,10,4,0.6310772163965681,1.0,387.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,blackman,10,5,0.7597712106768351,1.0,252.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,blackman,10,6,0.8751191611058151,1.0,131.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,blackman,10,7,0.9485224022878932,1.0,54.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,blackman,10,8,0.9818875119161106,1.0,19.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,blackman,10,9,0.9818875119161106,1.0,19.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,blackman,10,10,0.9818875119161106,1.0,19.0,0.0,74.0
3001,75,0.024991669443518827,HIGH_SNR,262144,blackman,10,11,0.9818875119161106,1.0,19.0,0.0,74.0
3001,600,0.19993335554815062,TRANSITION,65536,hann,9,2,0.844106463878327,0.09015025041736227,41.0,545.0,54.0
3001,600,0.19993335554815062,TRANSITION,65536,hann,9,3,0.9429657794676806,0.09015025041736227,15.0,545.0,54.0
3001,600,0.19993335554815062,TRANSITION,65536,hann,9,4,0.9809885931558935,0.09015025041736227,5.0,545.0,54.0
3001,600,0.19993335554815062,TRANSITION,65536,hann,9,5,0.9809885931558935,0.09015025041736227,5.0,545.0,54.0
3001,600,0.19993335554815062,TRANSITION,65536,hann,9,6,0.9809885931558935,0.09015025041736227,5.0,545.0,54.0
3001,600,0.19993335554815062,TRANSITION,65536,hann,9,7,0.9809885931558935,0.09015025041736227,5.0,545.0,54.0
3001,600,0.19993335554815062,TRANSITION,65536,hann,9,8,0.9809885931558935,0.09015025041736227,5.0,545.0,54.0
3001,600,0.19993335554815062,TRANSITION,65536,hann,9,9,0.9809885931558935,0.09015025041736227,5.0,545.0,54.0
3001,600,0.19993335554815062,TRANSITION,65536,hann,9,10,0.9809885931558935,0.09015025041736227,5.0,545.0,54.0
3001,600,0.19993335554815062,TRANSITION,65536,hamming,9,2,0.8745247148288974,0.09348914858096828,33.0,543.0,56.0
3001,600,0.19993335554815062,TRANSITION,65536,hamming,9,3,0.9657794676806084,0.09348914858096828,9.0,543.0,56.0
3001,600,0.19993335554815062,TRANSITION,65536,hamming,9,4,0.9809885931558935,0.09348914858096828,5.0,543.0,56.0
3001,600,0.19993335554815062,TRANSITION,65536,hamming,9,5,0.9809885931558935,0.09348914858096828,5.0,543.0,56.0
3001,600,0.19993335554815062,TRANSITION,65536,hamming,9,6,0.9809885931558935,0.09348914858096828,5.0,543.0,56.0
3001,600,0.19993335554815062,TRANSITION,65536,hamming,9,7,0.9809885931558935,0.09348914858096828,5.0,543.0,56.0
3001,600,0.19993335554815062,TRANSITION,65536,hamming,9,8,0.9809885931558935,0.09348914858096828,5.0,543.0,56.0
3001,600,0.19993335554815062,TRANSITION,65536,hamming,9,9,0.9809885931558935,0.09348914858096828,5.0,543.0,56.0
3001,600,0.19993335554815062,TRANSITION,65536,hamming,9,10,0.9809885931558935,0.09348914858096828,5.0,543.0,56.0
3001,600,0.19993335554815062,TRANSITION,65536,blackman,9,2,0.7680608365019012,0.08013355592654424,61.0,551.0,48.0
3001,600,0.19993335554815062,TRANSITION,65536,blackman,9,3,0.9049429657794676,0.08013355592654424,25.0,551.0,48.0
3001,600,0.19993335554815062,TRANSITION,65536,blackman,9,4,0.9657794676806084,0.08013355592654424,9.0,551.0,48.0
3001,600,0.19993335554815062,TRANSITION,65536,blackman,9,5,0.973384030418251,0.08013355592654424,7.0,551.0,48.0
3001,600,0.19993335554815062,TRANSITION,65536,blackman,9,6,0.973384030418251,0.08013355592654424,7.0,551.0,48.0
3001,600,0.19993335554815062,TRANSITION,65536,blackman,9,7,0.973384030418251,0.08013355592654424,7.0,551.0,48.0
3001,600,0.19993335554815062,TRANSITION,65536,blackman,9,8,0.973384030418251,0.08013355592654424,7.0,551.0,48.0
3001,600,0.19993335554815062,TRANSITION,65536,blackman,9,9,0.973384030418251,0.08013355592654424,7.0,551.0,48.0
3001,600,0.19993335554815062,TRANSITION,65536,blackman,9,10,0.973384030418251,0.08013355592654424,7.0,551.0,48.0
3001,600,0.19993335554815062,TRANSITION,131072,hann,9,2,0.8152380952380952,0.19031719532554256,97.0,485.0,114.0
3001,600,0.19993335554815062,TRANSITION,131072,hann,9,3,0.9371428571428572,0.19031719532554256,33.0,485.0,114.0
3001,600,0.19993335554815062,TRANSITION,131072,hann,9,4,0.9828571428571429,0.19031719532554256,9.0,485.0,114.0
3001,600,0.19993335554815062,TRANSITION,131072,hann,9,5,0.9866666666666667,0.19031719532554256,7.0,485.0,114.0
3001,600,0.19993335554815062,TRANSITION,131072,hann,9,6,0.9866666666666667,0.19031719532554256,7.0,485.0,114.0
3001,600,0.19993335554815062,TRANSITION,131072,hann,9,7,0.9866666666666667,0.19031719532554256,7.0,485.0,114.0
3001,600,0.19993335554815062,TRANSITION,131072,hann,9,8,0.9866666666666667,0.19031719532554256,7.0,485.0,114.0
3001,600,0.19993335554815062,TRANSITION,131072,hann,9,9,0.9866666666666667,0.19031719532554256,7.0,485.0,114.0
3001,600,0.19993335554815062,TRANSITION,131072,hann,9,10,0.9866666666666667,0.19031719532554256,7.0,485.0,114.0
3001,600,0.19993335554815062,TRANSITION,131072,hann,9,11,0.9866666666666667,0.19031719532554256,7.0,485.0,114.0
3001,600,0.19993335554815062,TRANSITION,131072,hamming,9,2,0.8571428571428571,0.2036727879799666,75.0,477.0,122.0
3001,600,0.19993335554815062,TRANSITION,131072,hamming,9,3,0.96,0.2036727879799666,21.0,477.0,122.0
3001,600,0.19993335554815062,TRANSITION,131072,hamming,9,4,0.9866666666666667,0.2036727879799666,7.0,477.0,122.0
3001,600,0.19993335554815062,TRANSITION,131072,hamming,9,5,0.9866666666666667,0.2036727879799666,7.0,477.0,122.0
3001,600,0.19993335554815062,TRANSITION,131072,hamming,9,6,0.9866666666666667,0.2036727879799666,7.0,477.0,122.0
3001,600,0.19993335554815062,TRANSITION,131072,hamming,9,7,0.9866666666666667,0.2036727879799666,7.0,477.0,122.0
3001,600,0.19993335554815062,TRANSITION,131072,hamming,9,8,0.9866666666666667,0.2036727879799666,7.0,477.0,122.0
3001,600,0.19993335554815062,TRANSITION,131072,hamming,9,9,0.9866666666666667,0.2036727879799666,7.0,477.0,122.0
3001,600,0.19993335554815062,TRANSITION,131072,hamming,9,10,0.9866666666666667,0.2036727879799666,7.0,477.0,122.0
3001,600,0.19993335554815062,TRANSITION,131072,hamming,9,11,0.9866666666666667,0.2036727879799666,7.0,477.0,122.0
3001,600,0.19993335554815062,TRANSITION,131072,blackman,9,2,0.7428571428571429,0.16026711185308848,135.0,503.0,96.0
3001,600,0.19993335554815062,TRANSITION,131072,blackman,9,3,0.8952380952380953,0.16026711185308848,55.0,503.0,96.0
3001,600,0.19993335554815062,TRANSITION,131072,blackman,9,4,0.96,0.16026711185308848,21.0,503.0,96.0
3001,600,0.19993335554815062,TRANSITION,131072,blackman,9,5,0.9828571428571429,0.16026711185308848,9.0,503.0,96.0
3001,600,0.19993335554815062,TRANSITION,131072,blackman,9,6,0.9828571428571429,0.16026711185308848,9.0,503.0,96.0
3001,600,0.19993335554815062,TRANSITION,131072,blackman,9,7,0.9828571428571429,0.16026711185308848,9.0,503.0,96.0
3001,600,0.19993335554815062,TRANSITION,131072,blackman,9,8,0.9828571428571429,0.16026711185308848,9.0,503.0,96.0
3001,600,0.19993335554815062,TRANSITION,131072,blackman,9,9,0.9828571428571429,0.16026711185308848,9.0,503.0,96.0
3001,600,0.19993335554815062,TRANSITION,131072,blackman,9,10,0.9828571428571429,0.16026711185308848,9.0,503.0,96.0
3001,600,0.19993335554815062,TRANSITION,131072,blackman,9,11,0.9828571428571429,0.16026711185308848,9.0,503.0,96.0
3001,600,0.19993335554815062,TRANSITION,262144,hann,10,2,0.8122020972354623,0.35058430717863104,197.0,389.0,210.0
3001,600,0.19993335554815062,TRANSITION,262144,hann,10,3,0.9361296472831268,0.35058430717863104,67.0,389.0,210.0
3001,600,0.19993335554815062,TRANSITION,262144,hann,10,4,0.9837940896091516,0.35058430717863104,17.0,389.0,210.0
3001,600,0.19993335554815062,TRANSITION,262144,hann,10,5,0.9914204003813155,0.35058430717863104,9.0,389.0,210.0
3001,600,0.19993335554815062,TRANSITION,262144,hann,10,6,0.9914204003813155,0.35058430717863104,9.0,389.0,210.0
3001,600,0.19993335554815062,TRANSITION,262144,hann,10,7,0.9914204003813155,0.35058430717863104,9.0,389.0,210.0
3001,600,0.19993335554815062,TRANSITION,262144,hann,10,8,0.9914204003813155,0.35058430717863104,9.0,389.0,210.0
3001,600,0.19993335554815062,TRANSITION,262144,hann,10,9,0.9914204003813155,0.35058430717863104,9.0,389.0,210.0
3001,600,0.19993335554815062,TRANSITION,262144,hann,10,10,0.9914204003813155,0.35058430717863104,9.0,389.0,210.0
3001,600,0.19993335554815062,TRANSITION,262144,hann,10,11,0.9914204003813155,0.35058430717863104,9.0,389.0,210.0
3001,600,0.19993335554815062,TRANSITION,262144,hamming,10,2,0.8551000953288846,0.3656093489148581,152.0,380.0,219.0
3001,600,0.19993335554815062,TRANSITION,262144,hamming,10,3,0.9666348903717826,0.3656093489148581,35.0,380.0,219.0
3001,600,0.19993335554815062,TRANSITION,262144,hamming,10,4,0.9914204003813155,0.3656093489148581,9.0,380.0,219.0
3001,600,0.19993335554815062,TRANSITION,262144,hamming,10,5,0.9933269780743565,0.3656093489148581,7.0,380.0,219.0
3001,600,0.19993335554815062,TRANSITION,262144,hamming,10,6,0.9933269780743565,0.3656093489148581,7.0,380.0,219.0
3001,600,0.19993335554815062,TRANSITION,262144,hamming,10,7,0.9933269780743565,0.3656093489148581,7.0,380.0,219.0
3001,600,0.19993335554815062,TRANSITION,262144,hamming,10,8,0.9933269780743565,0.3656093489148581,7.0,380.0,219.0
3001,600,0.19993335554815062,TRANSITION,262144,hamming,10,9,0.9933269780743565,0.3656093489148581,7.0,380.0,219.0
3001,600,0.19993335554815062,TRANSITION,262144,hamming,10,10,0.9933269780743565,0.3656093489148581,7.0,380.0,219.0
3001,600,0.19993335554815062,TRANSITION,262144,hamming,10,11,0.9933269780743565,0.3656093489148581,7.0,380.0,219.0
3001,600,0.19993335554815062,TRANSITION,262144,blackman,10,2,0.7645376549094376,0.31719532554257096,247.0,409.0,190.0
3001,600,0.19993335554815062,TRANSITION,262144,blackman,10,3,0.897998093422307,0.31719532554257096,107.0,409.0,190.0
3001,600,0.19993335554815062,TRANSITION,262144,blackman,10,4,0.9666348903717826,0.31719532554257096,35.0,409.0,190.0
3001,600,0.19993335554815062,TRANSITION,262144,blackman,10,5,0.9876072449952336,0.31719532554257096,13.0,409.0,190.0
3001,600,0.19993335554815062,TRANSITION,262144,blackman,10,6,0.9914204003813155,0.31719532554257096,9.0,409.0,190.0
3001,600,0.19993335554815062,TRANSITION,262144,blackman,10,7,0.9914204003813155,0.31719532554257096,9.0,409.0,190.0
3001,600,0.19993335554815062,TRANSITION,262144,blackman,10,8,0.9914204003813155,0.31719532554257096,9.0,409.0,190.0
3001,600,0.19993335554815062,TRANSITION,262144,blackman,10,9,0.9914204003813155,0.31719532554257096,9.0,409.0,190.0
3001,600,0.19993335554815062,TRANSITION,262144,blackman,10,10,0.9914204003813155,0.31719532554257096,9.0,409.0,190.0
3001,600,0.19993335554815062,TRANSITION,262144,blackman,10,11,0.9914204003813155,0.31719532554257096,9.0,409.0,190.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hann,9,2,0.8593155893536122,0.04336224149432955,37.0,1434.0,65.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hann,9,3,0.9277566539923955,0.04336224149432955,19.0,1434.0,65.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hann,9,4,0.973384030418251,0.04336224149432955,7.0,1434.0,65.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hann,9,5,0.973384030418251,0.04336224149432955,7.0,1434.0,65.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hann,9,6,0.973384030418251,0.04336224149432955,7.0,1434.0,65.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hann,9,7,0.973384030418251,0.04336224149432955,7.0,1434.0,65.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hann,9,8,0.973384030418251,0.04336224149432955,7.0,1434.0,65.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hann,9,9,0.973384030418251,0.04336224149432955,7.0,1434.0,65.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hann,9,10,0.973384030418251,0.04336224149432955,7.0,1434.0,65.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hamming,9,2,0.8897338403041825,0.047364909939959975,29.0,1428.0,71.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hamming,9,3,0.9505703422053232,0.047364909939959975,13.0,1428.0,71.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hamming,9,4,0.9809885931558935,0.047364909939959975,5.0,1428.0,71.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hamming,9,5,0.9809885931558935,0.047364909939959975,5.0,1428.0,71.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hamming,9,6,0.9809885931558935,0.047364909939959975,5.0,1428.0,71.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hamming,9,7,0.9809885931558935,0.047364909939959975,5.0,1428.0,71.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hamming,9,8,0.9809885931558935,0.047364909939959975,5.0,1428.0,71.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hamming,9,9,0.9809885931558935,0.047364909939959975,5.0,1428.0,71.0
3001,1500,0.49983338887037654,LOW_SNR,65536,hamming,9,10,0.9809885931558935,0.047364909939959975,5.0,1428.0,71.0
3001,1500,0.49983338887037654,LOW_SNR,65536,blackman,9,2,0.7908745247148289,0.03802535023348899,55.0,1442.0,57.0
3001,1500,0.49983338887037654,LOW_SNR,65536,blackman,9,3,0.8821292775665399,0.03802535023348899,31.0,1442.0,57.0
3001,1500,0.49983338887037654,LOW_SNR,65536,blackman,9,4,0.9429657794676806,0.03802535023348899,15.0,1442.0,57.0
3001,1500,0.49983338887037654,LOW_SNR,65536,blackman,9,5,0.973384030418251,0.03802535023348899,7.0,1442.0,57.0
3001,1500,0.49983338887037654,LOW_SNR,65536,blackman,9,6,0.973384030418251,0.03802535023348899,7.0,1442.0,57.0
3001,1500,0.49983338887037654,LOW_SNR,65536,blackman,9,7,0.973384030418251,0.03802535023348899,7.0,1442.0,57.0
3001,1500,0.49983338887037654,LOW_SNR,65536,blackman,9,8,0.973384030418251,0.03802535023348899,7.0,1442.0,57.0
3001,1500,0.49983338887037654,LOW_SNR,65536,blackman,9,9,0.973384030418251,0.03802535023348899,7.0,1442.0,57.0
3001,1500,0.49983338887037654,LOW_SNR,65536,blackman,9,10,0.973384030418251,0.03802535023348899,7.0,1442.0,57.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hann,9,2,0.8723809523809524,0.08072048032021348,67.0,1378.0,121.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hann,9,3,0.9447619047619048,0.08072048032021348,29.0,1378.0,121.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hann,9,4,0.9714285714285714,0.08072048032021348,15.0,1378.0,121.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hann,9,5,0.9866666666666667,0.08072048032021348,7.0,1378.0,121.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hann,9,6,0.9866666666666667,0.08072048032021348,7.0,1378.0,121.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hann,9,7,0.9866666666666667,0.08072048032021348,7.0,1378.0,121.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hann,9,8,0.9866666666666667,0.08072048032021348,7.0,1378.0,121.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hann,9,9,0.9866666666666667,0.08072048032021348,7.0,1378.0,121.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hann,9,10,0.9866666666666667,0.08072048032021348,7.0,1378.0,121.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hann,9,11,0.9866666666666667,0.08072048032021348,7.0,1378.0,121.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hamming,9,2,0.9104761904761904,0.09406270847231488,47.0,1358.0,141.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hamming,9,3,0.9638095238095238,0.09406270847231488,19.0,1358.0,141.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hamming,9,4,0.9866666666666667,0.09406270847231488,7.0,1358.0,141.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hamming,9,5,0.9866666666666667,0.09406270847231488,7.0,1358.0,141.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hamming,9,6,0.9866666666666667,0.09406270847231488,7.0,1358.0,141.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hamming,9,7,0.9866666666666667,0.09406270847231488,7.0,1358.0,141.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hamming,9,8,0.9866666666666667,0.09406270847231488,7.0,1358.0,141.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hamming,9,9,0.9866666666666667,0.09406270847231488,7.0,1358.0,141.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hamming,9,10,0.9866666666666667,0.09406270847231488,7.0,1358.0,141.0
3001,1500,0.49983338887037654,LOW_SNR,131072,hamming,9,11,0.9866666666666667,0.09406270847231488,7.0,1358.0,141.0
3001,1500,0.49983338887037654,LOW_SNR,131072,blackman,9,2,0.819047619047619,0.07004669779853236,95.0,1394.0,105.0
3001,1500,0.49983338887037654,LOW_SNR,131072,blackman,9,3,0.9295238095238095,0.07004669779853236,37.0,1394.0,105.0
3001,1500,0.49983338887037654,LOW_SNR,131072,blackman,9,4,0.9638095238095238,0.07004669779853236,19.0,1394.0,105.0
3001,1500,0.49983338887037654,LOW_SNR,131072,blackman,9,5,0.9866666666666667,0.07004669779853236,7.0,1394.0,105.0
3001,1500,0.49983338887037654,LOW_SNR,131072,blackman,9,6,0.9866666666666667,0.07004669779853236,7.0,1394.0,105.0
3001,1500,0.49983338887037654,LOW_SNR,131072,blackman,9,7,0.9866666666666667,0.07004669779853236,7.0,1394.0,105.0
3001,1500,0.49983338887037654,LOW_SNR,131072,blackman,9,8,0.9866666666666667,0.07004669779853236,7.0,1394.0,105.0
3001,1500,0.49983338887037654,LOW_SNR,131072,blackman,9,9,0.9866666666666667,0.07004669779853236,7.0,1394.0,105.0
3001,1500,0.49983338887037654,LOW_SNR,131072,blackman,9,10,0.9866666666666667,0.07004669779853236,7.0,1394.0,105.0
3001,1500,0.49983338887037654,LOW_SNR,131072,blackman,9,11,0.9866666666666667,0.07004669779853236,7.0,1394.0,105.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hann,10,2,0.86558627264061,0.1647765176784523,141.0,1252.0,247.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hann,10,3,0.9609151572926596,0.1647765176784523,41.0,1252.0,247.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hann,10,4,0.9837940896091516,0.1647765176784523,17.0,1252.0,247.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hann,10,5,0.9914204003813155,0.1647765176784523,9.0,1252.0,247.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hann,10,6,0.9914204003813155,0.1647765176784523,9.0,1252.0,247.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hann,10,7,0.9914204003813155,0.1647765176784523,9.0,1252.0,247.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hann,10,8,0.9914204003813155,0.1647765176784523,9.0,1252.0,247.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hann,10,9,0.9914204003813155,0.1647765176784523,9.0,1252.0,247.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hann,10,10,0.9914204003813155,0.1647765176784523,9.0,1252.0,247.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hann,10,11,0.9914204003813155,0.1647765176784523,9.0,1252.0,247.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hamming,10,2,0.9046711153479504,0.18345563709139426,100.0,1224.0,275.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hamming,10,3,0.9742612011439467,0.18345563709139426,27.0,1224.0,275.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hamming,10,4,0.9895138226882746,0.18345563709139426,11.0,1224.0,275.0
3001,1500,0.49983338887037654,LOW_SNR,262144,hamming,10,5,0.9933269780743565,0.18345563709139426,7.0,1224.0,275.0
